	_id	pos_processed_news	news_table_id	id	arquivo_hash	news_link	news_site_date	news_site_title	news_site_authors	news_site_text	search_newspaper	title_len	arquivo_date	feminicidio	violencia_domestica	violencia_sexual	assedio_sexual	mulheres_assassinadas	search_keywords	title_countains_keyword	feminicidio_case
2552	6066f3367542fb0dd7f9a514	6066efdd602993808cbcfcae	606484ccc6f11f34e1f3cf5b	IAH-20190730182509092-p84.arquivo.pt	b5ccfe12e84aa3c0287a99ed00c774a9	https://arquivo.pt/noFrame/replay/20190730182615/https://expresso.pt/internacional/2019-07-30-Ministro-demite-se-apos-duras-criticas-no-caso-da-adolescente-assassinada-que-ligou-para-o-112	2019-07-30 00:00:00	Ministro demite-se após duras críticas no caso da adolescente assassinada que ligou para o 112	[]	O ministro do Interior romeno apresentou a sua demissão, após as duras críticas recebidas pela falta de resposta da polícia aos pedidos de ajuda da adolescente sequestrada e posteriormente assassinada  O ministro do Interior romeno, Nicolae Moga, apresentou esta terça-feira a sua demissão, após as duras críticas recebidas pela falta de resposta da polícia aos pedidos de ajuda de uma adolescente sequestrada. A jovem foi assassinada na semana passada.  "Tomei esta decisão para salvar parte do prestígio desta instituição, que foi muito afetada após as atividades deficitárias de alguns dos seus funcionários", afirmou Nicolae Moga numa conferência de imprensa em Bucareste, capital da Roménia.  O ministro do Interior referia-se à intervenção da polícia depois de Alexandra Macesanu, de 15 anos, ter feito várias chamadas de emergência, na quinta-feira, a pedir ajuda e a explicar que tinha sido violada e que se encontrava sequestrada numa casa na cidade de Caracal, no sul do país.  As autoridades demoraram 19 horas a localizar o sítio de onde a chamada tinha sido feita.  Quando a polícia chegou ao local, deteve um homem, de 65 anos, que confessou ter assassinado Macesanu e também Luiza Melencu, uma jovem de 18 anos que desapareceu em abril.  Na casa do acusado Gheorghe Dinca foram encontrados restos humanos e objetos pessoais de Alexandra Macesanu.  Críticas sobre o atraso na localização da casa em que a adolescente foi assassinada levaram na segunda-feira à demissão do diretor do Serviço de Telecomunicações Especiais (STS), responsável pelo número de emergências que Macesanu ligou a pedir ajuda.  Membros da sociedade civil e vários utilizadores das redes sociais criticaram as autoridades e o alegado assassino.  Centenas de pessoas concentraram-se este fim de semana em Bucareste e noutras cidades da Roménia para expressar a sua indignação perante a atuação da polícia.	expresso	16	2019-07-30 18:26:15	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
13037	6066f3367542fb0dd7f9edb5	6066efdd602993808cbd454f	60648f98c6f11f34e1f3d8a4	IAH-20141119221851-00104-p22.arquivo.pt	f781e7d52ba7216dfe6f56c448617fa3	https://arquivo.pt/noFrame/replay/20141120020201/http://visao.sapo.pt/miss-honduras-assassinada-na-vespera-de-participar-no-concurso-miss-mundo=f802018		Miss Honduras assassinada na véspera de participar no concurso Miss Mundo	['Visão - Impresa Publishing S.A.']	Tegucigalpa, 19 nov (Lusa) -- A polícia hondurenha encontrou o corpo da Miss Honduras, Maria José Alvarado, e da irmã nas margens de um rio junto à fronteira com a Guatemala, na véspera da partida para Londres para participar no concurso Miss Mundo.  O chefe da Polícia Judiciária de Honduras, Leandro Osorio, anunciou hoje a descoberta dos dois corpos após o desaparecimento das duas jovens, na quinta-feira, indicando que já foram identificados e que a polícia hondurenha prendeu o namorado de Maria José Alvarado, o principal suspeito da morte de ambas.  "Nós prendemos o autor desses atos hediondos, Plutarco Ruiz, encontrámos a arma do crime e o veículo que foi usado para transportá-los", disse o investigador, sem no entanto, especificar as razões do duplo homicídio.	visao	11	2014-11-20 02:02:01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
13023	6066f3367542fb0dd7f9ed96	6066efdd602993808cbd4530	60649ad3c6f11f34e1f3e60a	IAH-20141121180147-00039-p22.arquivo.pt	c239b28b5966747881a9b4a982bd7c1d	https://arquivo.pt/noFrame/replay/20141121202334/http://www.jn.pt/PaginaInicial/Mundo/Interior.aspx?content_id=4248906		Miss Honduras e a irmã foram assassinadas a tiro	['Maria Cláudia Monteiro']	O duplo homicídio provocou uma enorme comoção nacional. O fim trágico de Maria José, rainha de beleza e presença assídua na televisão, e da irmã impressionou os hondurenhos.  "Temos 100% de certeza de que são elas", disse o diretor do Gabinete Nacional de Investigação Criminal, Leandro Osorio. "Detivemos o autor material destes crimes abomináveis, Plutarco Ruiz, encontramos a arma do crime e o carro que usaram", acrescentou.  Ainda de acordo com o polícia, as autoridades suspeitam de que há mais pessoas implicadas nas mortes, que tentaram limpar a cena do crime.  Maria José Alvarado, eleita este ano Miss Honduras, e uma das irmãs, Sofia Trinidad, estiveram, dia 13, numa festa em Santa Bárbara para comemorar o aniversário de Antonio Ruiz Plutarco, namorado de Sofia. A última vez que foram vistas com vida estavam a abandonar o local da festa num carro sem matrícula. Plutarco, de 28 anos, foi detido anteontem. As autoridades detiveram, também, um outro cidadão, identificado como Aris Valentín Maldonado, em Santa Bárbara.  Maria José Alvarado deveria participar no concurso Miss Mundo no dia 14 de dezembro, na capital inglesa, Londres.	jornal_noticias	9	2014-11-21 20:23:34	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
11827	6066f3367542fb0dd7f9e4c7	6066efdd602993808cbd3c61	60648ac1c6f11f34e1f3d1de	IAH-20151225224019-00260-p84.arquivo.pt	15c2afb282a2bce6f4e1415974879d61	https://arquivo.pt/noFrame/replay/20151226041458/http://www.dn.pt/pessoas/ntv/interior/miss-venezuela-de-2004-assassinada-em-tiroteio-3619464.html	2014-01-07 16:07:00	Miss Venezuela de 2004 assassinada em tiroteio	['Global Media Group']	Pub  Mónica Spear Moot, 29 anos, e o marido, o irlandês Thomas Berry, 39, foram encontrados mortos dentro do carro numa autoestrada no centro da Venezuela. A filha de ambos de 5 anos foi poupada pelos assassinos.  Segundo informou o Ministério Público venezuelano, os corpos "foram encontrados no dia 6 de janeiro no interior do carro onde se deslocavam". A mesma fonte especificou que a filha do casal está num centro de acolhimento "onde recebeu tratamento médico e permanece em situação estável".  Ao que a imprensa apurou e divulgou o casal encontrava-se parado numa autoestrada do estado de Carabobo (no centro do país) à espera de assistência devido a uma avaria no carro e terão resistido a um assalto levado por um grupo de delinquentes.  Mónica Spear Mootz vivia com a família nos Estados Unidos onde tinha uma carreira de atriz e modelo, profissões que abraçou após ter sido eleita em 2004 como a mais bela de venezuela, título que lhe garantiu a presença no concurso Miss Universo de 2005, em Banguecoque, onde foi uma das finalistas.	diario_noticias	7	2015-12-26 04:14:58	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
7287	6066f3367542fb0dd7f9c56a	6066efdd602993808cbd1d04	60648df8c6f11f34e1f3d66f	IAH-20180103073814-01021-p84.arquivo.pt	02b70d3324c1cb79c62b3e2ada39e6d1	https://arquivo.pt/noFrame/replay/20180103084542/https://sol.sapo.pt/artigo/594376/mocambique-portuguesa-roubada-e-assassinada		Moçambique. Portuguesa roubada e assassinada	['Jornal Sol']	Três jovens confirmaram o crime à polícia, revelando ter atirado o corpo de Inês Botas para o rio Pungue. Marcelo Rebelo de Sousa já enviou as condolências à família da cidadã lusa  Inês Botas, uma cidadã portuguesa de 28 anos, foi roubada e assassinada na província da Beira, em Moçambique. A autoria dos crimes foi assumida por três jovens, entretanto detidos com bens da vítima na sua posse, e que confessaram à polícia ter deitado o cadáver ao rio Pungue, onde continuam a decorrer buscas.  A notícia foi avançada pela TVI, que após contacto com a Secretaria de Estado das Comunidades Portuguesas, revelou que a família da vítima já foi informada, estando a receber apoio da mesma entidade, tal como os trabalhadores da empresa Ferpinta, para a qual Inês Botas trabalhava em Moçambique.  À Agência Lusa, o secretário de Estado das Comunidades reiterou que será prestado “todo o apoio”, incluindo apoio à realização da autópsia e posterior trasladação para Portugal. "Temos a informação que os alegados suspeitos do rapto terão sido detidos pelas autoridades e que a vítima desse sequestro estará morta. Contudo há um conjunto de diligências de investigação em curso. Tudo leva a crer que a identificação desta cidadã confirme tratar-se da pessoa objeto do sequestro”, afirmou José Luís Carneiro.  O Presidente da República, Marcelo Rebelo de Sousa, apresentou já as suas condolências à família da cidadã portuguesa assassinada em Moçambique. "Marcelo Rebelo de Sousa falou hoje de manhã com a família de Inês Botas", refere uma nota divulgada pela Presidência da República.	sol	5	2018-01-03 08:45:42	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
9363	6066f3367542fb0dd7f9d298	6066efdd602993808cbd2a32	60657c38c6f11f34e1f48316	IAH-20170220022920-00556-p84.arquivo.pt	3f6caea304a6d835d1c4d4fa323b48cb	https://arquivo.pt/noFrame/replay/20170220034811/https://sol.sapo.pt/artigo/549743/morreu-homem-que-matou-mulher-em-famalicao		Morreu homem que matou mulher em Famalicão	['Jornal Sol']	Um homem, que matou a mulher esta sexta-feira com um tiro, em Vila Nova de Famalicão, e que se tentou suicidar acabou por morrer.  Uma fonte dos bombeiros, em declarações à Agência Lusa, adiantou que quando as equipas chegaram ao local, a mulher já estaria morta e o homem ainda tinha sinais vitais. O mesmo foi assistido no local, mas acabou por morrer.  O crime ocorreu por volta das 20:30h desta sexta-feira.	sol	7	2017-02-20 03:48:11	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
12672	6066f3367542fb0dd7f9ea99	6066efdd602993808cbd4233	6064e232c6f11f34e1f41e9d	IAH-20150422213417-00086-p22.arquivo.pt	e6f216f6deb8f3ef808dcb69d1962cd7	https://arquivo.pt/noFrame/replay/20150422233924/http://www.jn.pt/PaginaInicial/Justica/Interior.aspx?content_id=4518587		Morreu homem que matou mulher em Matosinhos	['Global Media Group', 'Reis Pinto']	as mais vistas do dia as mais vistas da semana as mais vistas do mês as mais vistas do ano as mais vistas de sempre	jornal_noticias	7	2015-04-22 23:39:24	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
15722	6066f3367542fb0dd7fa0093	6066efdd602993808cbd582d	60649054c6f11f34e1f3da80	IAH-20111004212044-00048-p12.arquivo.pt	4d329ac3875e75998422dcebfa508263	https://arquivo.pt/noFrame/replay/20111004231035/http://www.jn.pt/PaginaInicial/Mundo/Interior.aspx?content_id=2033551		Morreu o bebé da mulher assassinada em igreja	[]	foto DR  A mãe que se encontrava num avançado estado de gestação - estava previsto o nascimento do filho para dois dias mais tarde - faleceu na passada quinta-feira, após ter sido baleada por um homem.  O bebé nasceu na igreja e foi transportado para o hospital da Paz, em Madrid, onde permaneceu até esta segunda-feira, nos Cuidados Intensivos. O seu estado foi sempre considerado muito grave.  No tiroteio, foi ainda ferida uma outra mulher, atingida no tórax. Ontem, recebeu alta hospitalar.  Iván Berral, o homem que matou a mulher grávida com um tiro na cabeça, e que depois se suicidou, não conhecia nenhuma das vítimas que baleou, mas, segundo testemunhos dos vizinhos, acreditava ser perseguido pelo demónio. "Dava murros na parede, subia e baixava as persianas durante 10 minutos sem sentido e atirava coisas pelas janelas", explicaram os vizinhos, citados pelo jornal espanhol "El Mundo".  Há dois anos que Iván Berral vivia na casa do condomínio da Rua Dulce Chacón, em Madrid, que comprou por 500 mil euros.	jornal_noticias	8	2011-10-04 23:10:35	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
4802	6066f3367542fb0dd7f9b501	6066efdd602993808cbd0c9b	60656642c6f11f34e1f47601	IAH-20190114055947549-p84.arquivo.pt	a8eb193cba020a3f5e76e125a9f4c532	https://arquivo.pt/noFrame/replay/20190114060051/https://www.jn.pt/justica/interior/amp/homem-mata-mulher-e-filha-e-tenta-suicidar-se-no-alandroal-10426067.html		Morreu o idoso que assassinou duas mulheres no Alandroal	[]	Crime Morreu o idoso que assassinou duas mulheres no Alandroal  foto Ana Luísa Delgado / JN foto Ana Luísa Delgado / JN foto Ana Luísa Delgado / JN foto Ana Luísa Delgado / JN foto Ana Luísa Delgado/JN  Acabou por morrer o homem que se tentou suicidar depois de matar a mulher, de 83 anos, e a irmã desta, de 80, com uma pistola, no Alandroal, Évora.  Joaquim Risso, 83 anos, foi encontrado ainda com vida no local do crime, no Monte da Espada em Terena, no concelho de Alandroal, mas acabou por morrer no bloco operatório do Hospital de Santa Maria, em Lisboa, para onde foi transportado por um helicóptero do INEM.  O alerta para o duplo homicídio chegou ao Comando Distrital de Operações e Socorro de Évora às 11.57 horas desta sexta-feira. Foram mobilizados 11 operacionais e cinco viaturas.  Segundo os vizinhos, os três envolvidos teriam boas relações, pelo que ficaram surpreendidos com a situação.	jornal_noticias	9	2019-01-14 06:00:51	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
11562	6066f3367542fb0dd7f9e324	6066efdd602993808cbd3abe	6065b0d4c6f11f34e1f4a93c	IAH-20160202235117-00289-p84.arquivo.pt	03d40444c5639f0a253a802a647ad283	https://arquivo.pt/noFrame/replay/20160203001350/http://www.jn.pt/PaginaInicial/Justica/Interior.aspx?content_id=5009182	2016-02-01 12:34:00	MP quer pena máxima para homem que matou namorada	['Global Media Group']	Mas a advogada oficiosa do arguido pediu a absolvição, considerando que nenhum dos crimes de que está acusado ficou provado em sede de julgamento.  Para o procurador do MP, não há "a mínima dúvida" de que o arguido, de 59 anos, cometeu aquele crime. Adiantou que o telemóvel da vítima, que o arguido levou consigo, "foi a testemunha silenciosa deste caso".  Dirigindo-se aos jurados e aos juízes de carreira, o procurador pediu-lhes para fazerem justiça condenando o arguido a 25 anos de cadeia.  O procurador pediu ao arguido que, durante o cumprimento da pena, "perceba a sua própria natureza, que se redima e se cure".  Antes de encerrar a sessão, a juíza que presidiu ao coletivo perguntou ao arguido se queria usar da palavra para se defender das acusações de que é alvo, tendo aquele voltado a declarar-se inocente e chamado "mentiroso" ao psiquiatra que fez a sua avaliação durante a fase de inquérito, por ter dito que o tinha feito durante uma hora.	jornal_noticias	9	2016-02-03 00:13:50	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
15433	6066f3367542fb0dd7f9fed4	6066efdd602993808cbd566e	60648438c6f11f34e1f3ce55	IAH-20120131160204-00108-p12.arquivo.pt	a353eff697224663f2e4939c56ede542	https://arquivo.pt/noFrame/replay/20120201013942/http://www.publico.pt/Mundo/mulher-afega-assassinada-pelo-marido-por-ter-tido-mais-uma-filha-1531430		Mulher afegã assassinada pelo marido por ter tido mais uma filha	['Violência De Género É Frequente No País', 'Maria Louro', 'Paulo Rangel', 'Filipe Escobar De Lima']	Conta o correspondente da BBC em Kabul que o casal, que tinha três filhas, uma delas nascida há apenas três meses, teve uma discussão sobre o sexo das crianças. O marido tornou-se violento, acusando a mulher, Storay, de 22 anos, de não ter filhos homens, e estrangulando-a.    O crime aconteceu no sábado à noite, numa aldeia da província de Kunduz, mas só divulgado hoje por um porta-voz da polícia, Syed Sarwar Hussaini, que adiantou que a bebé e as outras duas filhas do casal estão bem. A sogra da mulher assassinada, que assistiu à discussão e terá atado os pés da nora e participado no crime, foi detida por cumplicidade. O marido, Sher Mohamed, conseguiu fugir, disse o porta-voz.    "Estamos a interrogar a mãe do suspeito de assassínio. Pelo que sabemos, Mohamed tinha ameaçado matar a mulher se ela tivesse mais uma filha", disse Syed Sarwar Hussaini.    Segundo apurou a BBC, o marido pertence a uma milícia ilegal que tem a protecção da polícia. "Ela não vivia numa casa, vivia no inferno. E tinha pedido ao marido para ficar em casa e não sair com [o grupo]", disse uma testemunha. Além de darem apoio político a algumas personalidades, estas milícias são conhecidas por exercerem violência contra as mulheres e por as roubarem.    Apesar de o Afeganistão ter mudado de regime com a derrota dos taliban, os abusos contra as mulheres são comuns. E o nascimento de mais uma é, em muitas zonas do país, motivo de zanga porque as mulheres são consideradas um fardo; ao contrário, o nascimento de um filho rapaz é festejado.    Algumas mulheres são castigadas pelos maridos quando não têm rapazes, e o caso de Storay é só o mais recente. Há um mês,a polícia de Gaghlán, outra província do Norte, conseguiu salvar uma adolescente de 15 anos que estava enclausurada e era torturada pelo marido e pela família dele. Viveu assim três anos.    Em Novembro do ano passado a missão das Nações Unidas no Afeganistão denunciou que as mulheres afegãs estão muito vulneráveis à violência de género e que ainda há leis que chocam contra os principios básicos dos direitos humanos, como a compra de mulheres, os casamentos forçados com meninas, as violações e o baad, que permite resolver uma disputa familiar com a oferta de uma mulher.    	publico	11	2012-02-01 01:39:42	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	1
10803	6066f3367542fb0dd7f9ded2	6066efdd602993808cbd366c	6064b1b5c6f11f34e1f3f0f3	IAH-20160522202942-00214-p84.arquivo.pt	0d68598a6d02e4d764a8f83a3d8c8356	https://arquivo.pt/noFrame/replay/20160522231331/http://sol.sapo.pt/noticia/481679		Mulher assassina grávida e retira-lhe bebé da barriga	['Jornal Sol']	Vida  Uma grávida de 22 anos foi assassinada, no Bronx, Nova Iorque (EUA) e a sua bebé retirada cirurgicamente da sua barriga pela autora do homicídio.  A mulher, também de 22 anos, foi detida no local do crime. Já a bebé, que sobreviveu ao ataque, encontra-se internada no hospital, avança a NBC .  Segundo o New York Daily News, a mulher inicialmente disse à polícia que tinha acabado de ter a bebé, mas depois argumentou que matou a amiga em auto-defesa e que retirou a menina da barriga da mãe para a salvar.  O incidente ocorreu na tarde de sexta-feira. Quando a polícia chegou ao local, encontraram a vítima esfaqueada várias vezes na zona abdominal. Ainda foi encaminhada para o hospital, mas não sobreviveu. A grávida terá sido estrangulada, esfaqueada e, posteriormente, a bebé ter-lhe-á sido retirada da barriga.  As autoridades ainda estão a apurar o que terá despoletado a discussão entre ambas, que desencadeou o crime.	sol	9	2016-05-22 23:13:31	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
9986	6066f3367542fb0dd7f9d712	6066efdd602993808cbd2eac	6064846dc6f11f34e1f3ceba	IAH-20160909053358-00705-p84.arquivo.pt	736c6be3a7e4b2d6b783b74c736915e2	https://arquivo.pt/noFrame/replay/20160909070317/https://www.publico.pt/sociedade/noticia/mulher-assassinada-a-facada-em-contexto-de-violencia-domestica-1719634		Mulher assassinada à facada em contexto de violência doméstica	[]	Uma mulher foi assassinada esta sexta-feira na ilha do Porto Santo, na Madeira, num quadro de violência doméstica, referiu uma fonte da Polícia Judiciária da região. Terá sido degolada.  "Foi-nos comunicado a ocorrência e deslocou-se para o Porto Santo uma equipa de inspectores", informou a mesma fonte. A morte terá resultado uma agressão com uma faca de cozinha, adiantou, por seu lado, uma fonte dos Bombeiros Voluntários do Porto Santo.  O crime correu durante a tarde no sítio do Campo de Cima, na Rua Urbizela, onde o casal já vivia há algum tempo. Com 60 anos, Madalena Santos Teixeira, era natural de Angola e professora do ensino especial naquela ilha. O seu ex-namorado, com cerca de 40 anos, entregou-se às autoridades. Segundo o Diário de Notícias da Madeira, já estava referenciado pelas autoridades por este tipo de comportamento, tendo sido alvo de ordens judiciais de restrição nos contactos com a mulher.  Desde que começou o ano de 2016 trata-se do segundo homicídio com contornos de violência doméstica. Nesta quarta-feira uma mulher foi encontrada decapitada na sua casa em Santa Marinha do Zêzere, no concelho de Baião. Também neste caso as autoridades suspeitam de que tenha sido o companheiro a assassiná-la, tendo-se suicidado em seguida. Notícia corrigida às 13h de sábado no que respeita à idade da vítima e à sua naturalidade	publico	9	2016-09-09 07:03:17	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
13708	6066f3367542fb0dd7f9f2b3	6066efdd602993808cbd4a4d	606490a2c6f11f34e1f3dad7	IAH-20140507170147-00026-p12.arquivo.pt	3a70ee835c7fa7485ab0e342c5131cc5	https://arquivo.pt/noFrame/replay/20140507171210/http://www.jn.pt/PaginaInicial/Seguranca/Interior.aspx?content_id=3848856		Mulher assassinada à facada na Baixa da Banheira	['Carlos Varela']	foto Diana Quintela/Global Imagens Crime ocorreu em casa da vítima  O crime ocorreu na rua da Cidade de Pinhel, na Baixa da Banheira, cerca das 8 horas, dentro da habitação da vítima, onde esta residia com os filhos.  O suspeito do crime está em fuga, não se sabendo com rigor a sua identificação. As autoridades suspeitam que o crime tenha sido cometido por alguém próximo.  No local do crime está a PSP e a Polícia Judiciária de Setúbal a proceder a diligências.	jornal_noticias	8	2014-05-07 17:12:10	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
13520	6066f3367542fb0dd7f9f18e	6066efdd602993808cbd4928	606490a6c6f11f34e1f3dae2	IAH-20140729170147-00118-p14.arquivo.pt	c833e4a17d033844b4e30c746bb6fae3	https://arquivo.pt/noFrame/replay/20140730022228/http://www.jn.pt/PaginaInicial/Seguranca/Interior.aspx?content_id=4047342		Mulher assassinada à facada na Costa da Caparica	[]	foto Filipe Amorim / Global Imagens Mulher assassinada pelo marido, em casa de férias na Costa da Caparica  "Quando a GNR chegou ao local a mulher estava já cadáver. O suspeito, com quem a vítima vivia em união de facto há cerca de seis anos, estava no local e foi detido", explicou fonte da GNR citada pela Agência Lusa.  A GNR isolou o local e a Polícia Judiciária de Setúbal foi chamada ao local e tomou conta da investigação.	jornal_noticias	8	2014-07-30 02:22:28	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
4384	6066f3367542fb0dd7f9b28d	6066efdd602993808cbd0a27	60648ea5c6f11f34e1f3d72e	IAH-20190221041723185-p84.arquivo.pt	716fa096e7e05793c8fbb6e025bc7f1e	https://arquivo.pt/noFrame/replay/20190221042235/https://sol.sapo.pt/artigo/647018/mulher-assassinada-a-tiro-num-parque-de-estacionamento-de-uma-discoteca-na-goleg-		Mulher assassinada a tiro num parque de estacionamento de uma discoteca na Golegâ	['Jornal Sol']	Suspeito é o ex-companheiro da vítima  Uma mulher, com cerca de 40 anos, foi morta a tiro na Golegã, distrito de Santarém. O principal suspeito do homicídio, pôs-se em fuga, mas já foi detido pelas autoridades.  O detido, de 65 anos, é o ex-companheiro da vítima, segundo o Correio da Manhã.  O crime ocorreu no parque de estacionamento da Dancetería São Martinho, junto à Estrada Municipal 118.  O alerta foi dado pouco antes da meia-noite.  A investigação está agora a cargo da Polícia Judiciária.  	sol	13	2019-02-21 04:22:35	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
9626	6066f3367542fb0dd7f9d45f	6066efdd602993808cbd2bf9	6064a644c6f11f34e1f3eaab	IAH-20170113193524-00148-p84.arquivo.pt	59f87e4a6e0cca5e86f21f9ccbd0d166	https://arquivo.pt/noFrame/replay/20170113210430/http://www.jn.pt/newsletter/newsletter.aspx		Mulher assassinada com dois tiros e suspeito em fuga	[]	Nas últimas semanas, o JN publicou vários casos de pais que viram os filhos serem entregues compulsivamente para adoção. Todos eles estão unidos pela pobreza, todos eles recorreram aos tribunais para contestar a posição da Segurança Social. Armando Silva, Lígia Silva, Gabriel Ribeiro e Vera Nogueira lutam por um direito, o de poderem ser pais de quem geraram, com as escassas armas de quem sofre uma situação de grande fragilidade social.	jornal_noticias	9	2017-01-13 21:04:30	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
12790	6066f3367542fb0dd7f9ebbb	6066efdd602993808cbd4355	6064a629c6f11f34e1f3ea87	IAH-20150304232145-00101-p22.arquivo.pt	b769b0908a026b0de995de50fcc77ce7	https://arquivo.pt/noFrame/replay/20150305015007/http://www.jn.pt/PaginaInicial/Seguranca/Interior.aspx?content_id=4428999		Mulher assassinada com mais de 30 facadas resistiu até ao fim	['Global Media Group', 'Francisco Pedro']	Foram os gritos da vítima em sofrimento que acordaram os moradores, pelas 2.40 horas. Elsa Costa estava já fora do carro, do lado do pendura, prostrada no chão, quando o alerta foi enviado para os serviços de socorro.  Ler mais na versão e-paper ou na edição impressa	jornal_noticias	11	2015-03-05 01:50:07	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
2182	6066f3367542fb0dd7f9a2b6	6066efdd602993808cbcfa50	606490dac6f11f34e1f3db5d	IAH-20190907195057656-p84.arquivo.pt	5fdfe5db5af1ea5fa0cee53d8610b5a2	https://arquivo.pt/noFrame/replay/20190907195221/https://www.jn.pt/justica/interior/mulher-de-75-anos-assassinada-com-um-martelo-em-viseu-9996869.html	2018-10-13 21:09:00	Mulher assassinada com martelo em Viseu	['Global Media Group']	Ivo Neto 13 Outubro 2018 às 21:09 Facebook  Twitter  Partilhar  Uma mulher de 75 anos foi assassinada, este sábado, em Viseu.  Foi um filho, que estava de visita à casa da mãe, que alertou o 112. Quando o INEM chegou ao local encontrou o corpo já cadáver.  Ao JN, fonte da PSP explicou que o corpo foi encontrado com sinais de violência. "Tudo indica que terá sido atacada com um martelo", disse fonte policial.  O alerta foi dado pelas 17.30 e a Polícia Judiciária esteve no local e vai agora investigar as circunstâncias da morte.	jornal_noticias	6	2019-09-07 19:52:21	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
4381	6066f3367542fb0dd7f9b289	6066efdd602993808cbd0a23	606490dec6f11f34e1f3db68	IAH-20190221045458669-p84.arquivo.pt	db17cce65c31da5cf731cb98e66c7cee	https://arquivo.pt/noFrame/replay/20190221045716/https://www.jn.pt/justica/interior/mulher-assassinada-domingo-a-noite-numa-rua-da-golega-10589105.html	2019-02-18 01:36:00	Mulher assassinada domingo à noite numa rua da Golegã	['Global Media Group', 'Foto', 'Global Imagens Arquivo']	18 Fevereiro 2019 às 01:36 Facebook  Twitter  Partilhar  Uma mulher foi assassinada no domingo à noite na Golegã, distrito de Santarém, estando o suposto homicida em fuga.  Fonte do Comando Distrital de Operações de Socorro (CDOS) de Santarém disse à Lusa que foi recebido o alerta para um "possível homicídio" às 23.52 horas de domingo.  Contactada pela Lusa, fonte da GNR de Santarém confirmou ter ocorrido na noite de domingo o "homicídio de uma mulher na Golegã", remetendo mais esclarecimentos para a Polícia Judiciária.  Segundo fonte do CDOS de Santarém, que não soube especificar a arma utilizada, o crime ocorreu na rua, à porta de uma danceteria.  Quando os bombeiros chegaram ao local, a vítima, uma mulher com cerca de 40 anos, "estava em paragem cardiorrespiratória, tendo sido efetuadas, sem sucesso, manobras de reanimação".  O alegado autor do crime, segundo a mesma fonte, pôs-se em fuga.	jornal_noticias	9	2019-02-21 04:57:16	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
1696	6066f3367542fb0dd7f99ffa	6066efdd602993808cbcf794	6064a65dc6f11f34e1f3eacd	WEB-20191015011622819-p84.arquivo.pt	90637be841ad4c892d6b8f879f7555f9	https://arquivo.pt/noFrame/replay/20191015011726/https://www.jn.pt/justica/amp/mulher-assassinada-em-carrazeda-de-ansiaes-11395380.html		Mulher assassinada e homem ferido à facada em Carrazeda de Ansiães	[]	Crime Mulher assassinada e homem ferido à facada em Carrazeda de Ansiães  foto Eduardo Pinto/JN foto Eduardo Pinto/JN foto Eduardo Pinto/JN foto Eduardo Pinto/JN foto DR  Uma mulher, com idade na casa dos 40 anos, foi assassinada à facada, esta sexta-feira de manhã, em Samorinha, no concelho de Carrazeda de Ansiães. Há mais um ferido grave.  Segundo fonte da GNR, o crime ocorreu pouco depois das 8 horas, à entrada da aldeia de Samorinha, numa zona de mato próxima da estrada municipal e sem habitações.  Pelo que foi possível apurar, o marido da vítima é o principal suspeito do crime e foi detido pela GNR.  Um outro homem, que supostamente estaria com a vítima mortal naquela área, foi também agredido à facada pelo presumível homicida. Foi transportado para uma unidade hospitalar em estado considerado grave.  A mulher, Albertina Veiga, era cozinheira no restaurante da filha, na vila de Carrazeda, e a outra vítima é um homem que não vive no concelho e que trabalhava numas obras na região.  Os meios de socorro foram acionados pelas 8.28 horas e para o local foram enviados 16 meios humanos, apoiados por seis viaturas. Foi também acionado o helicóptero do INEM, mas que acabou por não ser utilizado.  A Polícia Judiciária foi chamada ao local e está a recolher indícios no terreno que ajudem a esclarecer os contornos deste homicídio.	jornal_noticias	11	2019-10-15 01:17:26	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
